dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,poke_links,generation,image_url
0710,Pumpkaboo (Average Size),Ghost,Grass,335,49,66,70,44,55,51,https://pokemondb.net/pokedex/pumpkaboo,6,https://img.pokemondb.net/artwork/pumpkaboo.jpg
0711,Gourgeist (Average Size),Ghost,Grass,494,65,90,122,58,75,84,https://pokemondb.net/pokedex/gourgeist,6,https://img.pokemondb.net/artwork/gourgeist.jpg
0712,Bergmite,Ice,None,304,55,69,85,32,35,28,https://pokemondb.net/pokedex/bergmite,6,https://img.pokemondb.net/artwork/large/bergmite.jpg
0713,Avalugg,Ice,None,514,95,117,184,44,46,28,https://pokemondb.net/pokedex/avalugg,6,https://img.pokemondb.net/artwork/large/avalugg.jpg
0714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,https://pokemondb.net/pokedex/noibat,6,https://img.pokemondb.net/artwork/large/noibat.jpg
0715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,https://pokemondb.net/pokedex/noivern,6,https://img.pokemondb.net/artwork/large/noivern.jpg
0716,Xerneas,Fairy,None,680,126,131,95,131,98,99,https://pokemondb.net/pokedex/xerneas,6,https://img.pokemondb.net/artwork/large/xerneas.jpg
0717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,https://pokemondb.net/pokedex/yveltal,6,https://img.pokemondb.net/artwork/large/yveltal.jpg
0718,Zygarde (50% Forme),Dragon,Ground,600,108,100,121,81,95,95,https://pokemondb.net/pokedex/zygarde,6,https://img.pokemondb.net/artwork/large/zygarde-50.jpg
0719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,https://pokemondb.net/pokedex/diancie,6,https://img.pokemondb.net/artwork/large/diancie.jpg
0720,Hoopa (Hoopa Confined),Psychic,Ghost,600,80,110,60,150,130,70,https://pokemondb.net/pokedex/hoopa,6,https://img.pokemondb.net/artwork/large/hoopa-confined.jpg
0721,Volcanion,Fire,Water,600,80,110,120,130,90,70,https://pokemondb.net/pokedex/volcanion,6,https://img.pokemondb.net/artwork/large/volcanion.jpg
0722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,https://pokemondb.net/pokedex/rowlet,7,https://img.pokemondb.net/artwork/large/rowlet.jpg
0723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,https://pokemondb.net/pokedex/dartrix,7,https://img.pokemondb.net/artwork/large/dartrix.jpg
0724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,https://pokemondb.net/pokedex/decidueye,7,https://img.pokemondb.net/artwork/large/decidueye.jpg
0725,Litten,Fire,None,320,45,65,40,60,40,70,https://pokemondb.net/pokedex/litten,7,https://img.pokemondb.net/artwork/large/litten.jpg
0726,Torracat,Fire,None,420,65,85,50,80,50,90,https://pokemondb.net/pokedex/torracat,7,https://img.pokemondb.net/artwork/large/torracat.jpg
0727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,https://pokemondb.net/pokedex/incineroar,7,https://img.pokemondb.net/artwork/large/incineroar.jpg
0728,Popplio,Water,None,320,50,54,54,66,56,40,https://pokemondb.net/pokedex/popplio,7,https://img.pokemondb.net/artwork/large/popplio.jpg
0729,Brionne,Water,None,420,60,69,69,91,81,50,https://pokemondb.net/pokedex/brionne,7,https://img.pokemondb.net/artwork/large/brionne.jpg
0730,Primarina,Water,Fairy,530,80,74,74,126,116,60,https://pokemondb.net/pokedex/primarina,7,https://img.pokemondb.net/artwork/large/primarina.jpg
0731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,https://pokemondb.net/pokedex/pikipek,7,https://img.pokemondb.net/artwork/large/pikipek.jpg
0732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,https://pokemondb.net/pokedex/trumbeak,7,https://img.pokemondb.net/artwork/large/trumbeak.jpg
0733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,https://pokemondb.net/pokedex/toucannon,7,https://img.pokemondb.net/artwork/large/toucannon.jpg
0734,Yungoos,Normal,None,253,48,70,30,30,30,45,https://pokemondb.net/pokedex/yungoos,7,https://img.pokemondb.net/artwork/large/yungoos.jpg
0735,Gumshoos,Normal,None,418,88,110,60,55,60,45,https://pokemondb.net/pokedex/gumshoos,7,https://img.pokemondb.net/artwork/large/gumshoos.jpg
0736,Grubbin,Bug,None,300,47,62,45,55,45,46,https://pokemondb.net/pokedex/grubbin,7,https://img.pokemondb.net/artwork/large/grubbin.jpg
0737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,https://pokemondb.net/pokedex/charjabug,7,https://img.pokemondb.net/artwork/large/charjabug.jpg
0738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,https://pokemondb.net/pokedex/vikavolt,7,https://img.pokemondb.net/artwork/large/vikavolt.jpg
0739,Crabrawler,Fighting,None,338,47,82,57,42,47,63,https://pokemondb.net/pokedex/crabrawler,7,https://img.pokemondb.net/artwork/large/crabrawler.jpg
0740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,https://pokemondb.net/pokedex/crabominable,7,https://img.pokemondb.net/artwork/large/crabominable.jpg
0741,Oricorio (Baile Style),Fire,Flying,476,75,70,70,98,70,93,https://pokemondb.net/pokedex/oricorio,7,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg
0742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,https://pokemondb.net/pokedex/cutiefly,7,https://img.pokemondb.net/artwork/large/cutiefly.jpg
0743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,https://pokemondb.net/pokedex/ribombee,7,https://img.pokemondb.net/artwork/large/ribombee.jpg
0744,Rockruff,Rock,None,280,45,65,40,30,40,60,https://pokemondb.net/pokedex/rockruff,7,https://img.pokemondb.net/artwork/large/rockruff.jpg
0745,Lycanroc (Midday Form),Rock,None,487,75,115,65,55,65,112,https://pokemondb.net/pokedex/lycanroc,7,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg
0746,Wishiwashi (Solo Form),Water,None,175,45,20,20,25,25,40,https://pokemondb.net/pokedex/wishiwashi,7,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg
0747,Mareanie,Poison,Water,305,50,53,62,43,52,45,https://pokemondb.net/pokedex/mareanie,7,https://img.pokemondb.net/artwork/large/mareanie.jpg
0748,Toxapex,Poison,Water,495,50,63,152,53,142,35,https://pokemondb.net/pokedex/toxapex,7,https://img.pokemondb.net/artwork/large/toxapex.jpg
0749,Mudbray,Ground,None,385,70,100,70,45,55,45,https://pokemondb.net/pokedex/mudbray,7,https://img.pokemondb.net/artwork/large/mudbray.jpg
0750,Mudsdale,Ground,None,500,100,125,100,55,85,35,https://pokemondb.net/pokedex/mudsdale,7,https://img.pokemondb.net/artwork/large/mudsdale.jpg
0751,Dewpider,Water,Bug,269,38,40,52,40,72,27,https://pokemondb.net/pokedex/dewpider,7,https://img.pokemondb.net/artwork/large/dewpider.jpg
0752,Araquanid,Water,Bug,454,68,70,92,50,132,42,https://pokemondb.net/pokedex/araquanid,7,https://img.pokemondb.net/artwork/large/araquanid.jpg
0753,Fomantis,Grass,None,250,40,55,35,50,35,35,https://pokemondb.net/pokedex/fomantis,7,https://img.pokemondb.net/artwork/large/fomantis.jpg
0754,Lurantis,Grass,None,480,70,105,90,80,90,45,https://pokemondb.net/pokedex/lurantis,7,https://img.pokemondb.net/artwork/large/lurantis.jpg
0755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,https://pokemondb.net/pokedex/morelull,7,https://img.pokemondb.net/artwork/large/morelull.jpg
0756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,https://pokemondb.net/pokedex/shiinotic,7,https://img.pokemondb.net/artwork/large/shiinotic.jpg
0757,Salandit,Poison,Fire,320,48,44,40,71,40,77,https://pokemondb.net/pokedex/salandit,7,https://img.pokemondb.net/artwork/large/salandit.jpg
0758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,https://pokemondb.net/pokedex/salazzle,7,https://img.pokemondb.net/artwork/large/salazzle.jpg
0759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,https://pokemondb.net/pokedex/stufful,7,https://img.pokemondb.net/artwork/large/stufful.jpg
0760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,https://pokemondb.net/pokedex/bewear,7,https://img.pokemondb.net/artwork/large/bewear.jpg
0761,Bounsweet,Grass,None,210,42,30,38,30,38,32,https://pokemondb.net/pokedex/bounsweet,7,https://img.pokemondb.net/artwork/large/bounsweet.jpg
0762,Steenee,Grass,None,290,52,40,48,40,48,62,https://pokemondb.net/pokedex/steenee,7,https://img.pokemondb.net/artwork/large/steenee.jpg
0763,Tsareena,Grass,None,510,72,120,98,50,98,72,https://pokemondb.net/pokedex/tsareena,7,https://img.pokemondb.net/artwork/large/tsareena.jpg
0764,Comfey,Fairy,None,485,51,52,90,82,110,100,https://pokemondb.net/pokedex/comfey,7,https://img.pokemondb.net/artwork/large/comfey.jpg
0765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,https://pokemondb.net/pokedex/oranguru,7,https://img.pokemondb.net/artwork/large/oranguru.jpg
0766,Passimian,Fighting,None,490,100,120,90,40,60,80,https://pokemondb.net/pokedex/passimian,7,https://img.pokemondb.net/artwork/large/passimian.jpg
0767,Wimpod,Bug,Water,230,25,35,40,20,30,80,https://pokemondb.net/pokedex/wimpod,7,https://img.pokemondb.net/artwork/large/wimpod.jpg
0768,Golisopod,Bug,Water,530,75,125,140,60,90,40,https://pokemondb.net/pokedex/golisopod,7,https://img.pokemondb.net/artwork/large/golisopod.jpg
0769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,https://pokemondb.net/pokedex/sandygast,7,https://img.pokemondb.net/artwork/large/sandygast.jpg
0770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,https://pokemondb.net/pokedex/palossand,7,https://img.pokemondb.net/artwork/large/palossand.jpg
0771,Pyukumuku,Water,None,410,55,60,130,30,130,5,https://pokemondb.net/pokedex/pyukumuku,7,https://img.pokemondb.net/artwork/large/pyukumuku.jpg
0772,Type: Null,Normal,None,534,95,95,95,95,95,59,https://pokemondb.net/pokedex/type-null,7,https://img.pokemondb.net/artwork/large/type-null.jpg
0773,Silvally,Normal,None,570,95,95,95,95,95,95,https://pokemondb.net/pokedex/silvally,7,https://img.pokemondb.net/artwork/large/silvally.jpg
0774,Minior (Meteor Form),Rock,Flying,440,60,60,100,60,100,60,https://pokemondb.net/pokedex/minior,7,https://img.pokemondb.net/artwork/large/minior-meteor.jpg
0775,Komala,Normal,None,480,65,115,65,75,95,65,https://pokemondb.net/pokedex/komala,7,https://img.pokemondb.net/artwork/large/komala.jpg
0776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,https://pokemondb.net/pokedex/turtonator,7,https://img.pokemondb.net/artwork/large/turtonator.jpg
0777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,https://pokemondb.net/pokedex/togedemaru,7,https://img.pokemondb.net/artwork/large/togedemaru.jpg
0778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,https://pokemondb.net/pokedex/mimikyu,7,https://img.pokemondb.net/artwork/large/mimikyu.jpg
0779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,https://pokemondb.net/pokedex/bruxish,7,https://img.pokemondb.net/artwork/large/bruxish.jpg
0780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,https://pokemondb.net/pokedex/drampa,7,https://img.pokemondb.net/artwork/large/drampa.jpg
0781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,https://pokemondb.net/pokedex/dhelmise,7,https://img.pokemondb.net/artwork/large/dhelmise.jpg
0782,Jangmo-o,Dragon,None,300,45,55,65,45,45,45,https://pokemondb.net/pokedex/jangmo-o,7,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
0783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,https://pokemondb.net/pokedex/hakamo-o,7,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
0784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,https://pokemondb.net/pokedex/kommo-o,7,https://img.pokemondb.net/artwork/large/kommo-o.jpg
0785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,https://pokemondb.net/pokedex/tapu-koko,7,https://img.pokemondb.net/artwork/large/tapu-koko.jpg
0786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,https://pokemondb.net/pokedex/tapu-lele,7,https://img.pokemondb.net/artwork/large/tapu-lele.jpg
0787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,https://pokemondb.net/pokedex/tapu-bulu,7,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg
0788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,https://pokemondb.net/pokedex/tapu-fini,7,https://img.pokemondb.net/artwork/large/tapu-fini.jpg
0789,Cosmog,Psychic,None,200,43,29,31,29,31,37,https://pokemondb.net/pokedex/cosmog,7,https://img.pokemondb.net/artwork/large/cosmog.jpg
0790,Cosmoem,Psychic,None,400,43,29,131,29,131,37,https://pokemondb.net/pokedex/cosmoem,7,https://img.pokemondb.net/artwork/large/cosmoem.jpg
0791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,https://pokemondb.net/pokedex/solgaleo,7,https://img.pokemondb.net/artwork/large/solgaleo.jpg
0792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,https://pokemondb.net/pokedex/lunala,7,https://img.pokemondb.net/artwork/large/lunala.jpg
0793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,https://pokemondb.net/pokedex/nihilego,7,https://img.pokemondb.net/artwork/large/nihilego.jpg
0794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,https://pokemondb.net/pokedex/buzzwole,7,https://img.pokemondb.net/artwork/large/buzzwole.jpg
0795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,https://pokemondb.net/pokedex/pheromosa,7,https://img.pokemondb.net/artwork/large/pheromosa.jpg
0796,Xurkitree,Electric,None,570,83,89,71,173,71,83,https://pokemondb.net/pokedex/xurkitree,7,https://img.pokemondb.net/artwork/large/xurkitree.jpg
0797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,https://pokemondb.net/pokedex/celesteela,7,https://img.pokemondb.net/artwork/large/celesteela.jpg
0798,Kartana,Grass,Steel,570,59,181,131,59,31,109,https://pokemondb.net/pokedex/kartana,7,https://img.pokemondb.net/artwork/large/kartana.jpg
0799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,https://pokemondb.net/pokedex/guzzlord,7,https://img.pokemondb.net/artwork/large/guzzlord.jpg
0800,Necrozma,Psychic,None,600,97,107,101,127,89,79,https://pokemondb.net/pokedex/necrozma,7,https://img.pokemondb.net/artwork/large/necrozma.jpg
0801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,https://pokemondb.net/pokedex/magearna,7,https://img.pokemondb.net/artwork/large/magearna.jpg
0802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,https://pokemondb.net/pokedex/marshadow,7,https://img.pokemondb.net/artwork/large/marshadow.jpg
0803,Poipole,Poison,None,420,67,73,67,73,67,73,https://pokemondb.net/pokedex/poipole,7,https://img.pokemondb.net/artwork/large/poipole.jpg
0804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,https://pokemondb.net/pokedex/naganadel,7,https://img.pokemondb.net/artwork/large/naganadel.jpg
0805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,https://pokemondb.net/pokedex/stakataka,7,https://img.pokemondb.net/artwork/large/stakataka.jpg
0806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,https://pokemondb.net/pokedex/blacephalon,7,https://img.pokemondb.net/artwork/large/blacephalon.jpg
0807,Zeraora,Electric,None,600,88,112,75,102,80,143,https://pokemondb.net/pokedex/zeraora,7,https://img.pokemondb.net/artwork/large/zeraora.jpg
0808,Meltan,Steel,None,300,46,65,65,55,35,34,https://pokemondb.net/pokedex/meltan,7,https://img.pokemondb.net/artwork/large/meltan.jpg
0809,Melmetal,Steel,None,600,135,143,143,80,65,34,https://pokemondb.net/pokedex/melmetal,7,https://img.pokemondb.net/artwork/large/melmetal.jpg
0810,Grookey,Grass,None,310,50,65,50,40,40,65,https://pokemondb.net/pokedex/grookey,8,https://img.pokemondb.net/artwork/large/grookey.jpg
0811,Thwackey,Grass,None,420,70,85,70,55,60,80,https://pokemondb.net/pokedex/thwackey,8,https://img.pokemondb.net/artwork/large/thwackey.jpg
0812,Rillaboom,Grass,None,530,100,125,90,60,70,85,https://pokemondb.net/pokedex/rillaboom,8,https://img.pokemondb.net/artwork/large/rillaboom.jpg
0813,Scorbunny,Fire,None,310,50,71,40,40,40,69,https://pokemondb.net/pokedex/scorbunny,8,https://img.pokemondb.net/artwork/large/scorbunny.jpg
0814,Raboot,Fire,None,420,65,86,60,55,60,94,https://pokemondb.net/pokedex/raboot,8,https://img.pokemondb.net/artwork/large/raboot.jpg
0815,Cinderace,Fire,None,530,80,116,75,65,75,119,https://pokemondb.net/pokedex/cinderace,8,https://img.pokemondb.net/artwork/large/cinderace.jpg
0816,Sobble,Water,None,310,50,40,40,70,40,70,https://pokemondb.net/pokedex/sobble,8,https://img.pokemondb.net/artwork/large/sobble.jpg
0817,Drizzile,Water,None,420,65,60,55,95,55,90,https://pokemondb.net/pokedex/drizzile,8,https://img.pokemondb.net/artwork/large/drizzile.jpg
0818,Inteleon,Water,None,530,70,85,65,125,65,120,https://pokemondb.net/pokedex/inteleon,8,https://img.pokemondb.net/artwork/large/inteleon.jpg
0819,Skwovet,Normal,None,275,70,55,55,35,35,25,https://pokemondb.net/pokedex/skwovet,8,https://img.pokemondb.net/artwork/large/skwovet.jpg
0820,Greedent,Normal,None,460,120,95,95,55,75,20,https://pokemondb.net/pokedex/greedent,8,https://img.pokemondb.net/artwork/large/greedent.jpg
0821,Rookidee,Flying,None,245,38,47,35,33,35,57,https://pokemondb.net/pokedex/rookidee,8,https://img.pokemondb.net/artwork/large/rookidee.jpg
0822,Corvisquire,Flying,None,365,68,67,55,43,55,77,https://pokemondb.net/pokedex/corvisquire,8,https://img.pokemondb.net/artwork/large/corvisquire.jpg
0823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,https://pokemondb.net/pokedex/corviknight,8,https://img.pokemondb.net/artwork/large/corviknight.jpg
0824,Blipbug,Bug,None,180,25,20,20,25,45,45,https://pokemondb.net/pokedex/blipbug,8,https://img.pokemondb.net/artwork/large/blipbug.jpg
0825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,https://pokemondb.net/pokedex/dottler,8,https://img.pokemondb.net/artwork/large/dottler.jpg
0826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,https://pokemondb.net/pokedex/orbeetle,8,https://img.pokemondb.net/artwork/large/orbeetle.jpg
0827,Nickit,Dark,None,245,40,28,28,47,52,50,https://pokemondb.net/pokedex/nickit,8,https://img.pokemondb.net/artwork/large/nickit.jpg
0828,Thievul,Dark,None,455,70,58,58,87,92,90,https://pokemondb.net/pokedex/thievul,8,https://img.pokemondb.net/artwork/large/thievul.jpg
0829,Gossifleur,Grass,None,250,40,40,60,40,60,10,https://pokemondb.net/pokedex/gossifleur,8,https://img.pokemondb.net/artwork/large/gossifleur.jpg
0830,Eldegoss,Grass,None,460,60,50,90,80,120,60,https://pokemondb.net/pokedex/eldegoss,8,https://img.pokemondb.net/artwork/large/eldegoss.jpg
0831,Wooloo,Normal,None,270,42,40,55,40,45,48,https://pokemondb.net/pokedex/wooloo,8,https://img.pokemondb.net/artwork/large/wooloo.jpg
0832,Dubwool,Normal,None,490,72,80,100,60,90,88,https://pokemondb.net/pokedex/dubwool,8,https://img.pokemondb.net/artwork/large/dubwool.jpg
0833,Chewtle,Water,None,284,50,64,50,38,38,44,https://pokemondb.net/pokedex/chewtle,8,https://img.pokemondb.net/artwork/large/chewtle.jpg
0834,Drednaw,Water,Rock,485,90,115,90,48,68,74,https://pokemondb.net/pokedex/drednaw,8,https://img.pokemondb.net/artwork/large/drednaw.jpg
0835,Yamper,Electric,None,270,59,45,50,40,50,26,https://pokemondb.net/pokedex/yamper,8,https://img.pokemondb.net/artwork/large/yamper.jpg
0836,Boltund,Electric,None,490,69,90,60,90,60,121,https://pokemondb.net/pokedex/boltund,8,https://img.pokemondb.net/artwork/large/boltund.jpg
0837,Rolycoly,Rock,None,240,30,40,50,40,50,30,https://pokemondb.net/pokedex/rolycoly,8,https://img.pokemondb.net/artwork/large/rolycoly.jpg
0838,Carkol,Rock,Fire,410,80,60,90,60,70,50,https://pokemondb.net/pokedex/carkol,8,https://img.pokemondb.net/artwork/large/carkol.jpg
0839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,https://pokemondb.net/pokedex/coalossal,8,https://img.pokemondb.net/artwork/large/coalossal.jpg
0840,Applin,Grass,Dragon,260,40,40,80,40,40,20,https://pokemondb.net/pokedex/applin,8,https://img.pokemondb.net/artwork/large/applin.jpg
0841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,https://pokemondb.net/pokedex/flapple,8,https://img.pokemondb.net/artwork/large/flapple.jpg
0842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,https://pokemondb.net/pokedex/appletun,8,https://img.pokemondb.net/artwork/large/appletun.jpg
0843,Silicobra,Ground,None,315,52,57,75,35,50,46,https://pokemondb.net/pokedex/silicobra,8,https://img.pokemondb.net/artwork/large/silicobra.jpg
0844,Sandaconda,Ground,None,510,72,107,125,65,70,71,https://pokemondb.net/pokedex/sandaconda,8,https://img.pokemondb.net/artwork/large/sandaconda.jpg
0845,Cramorant,Flying,Water,475,70,85,55,85,95,85,https://pokemondb.net/pokedex/cramorant,8,https://img.pokemondb.net/artwork/large/cramorant.jpg
0846,Arrokuda,Water,None,280,41,63,40,40,30,66,https://pokemondb.net/pokedex/arrokuda,8,https://img.pokemondb.net/artwork/large/arrokuda.jpg
0847,Barraskewda,Water,None,490,61,123,60,60,50,136,https://pokemondb.net/pokedex/barraskewda,8,https://img.pokemondb.net/artwork/large/barraskewda.jpg
0848,Toxel,Electric,Poison,242,40,38,35,54,35,40,https://pokemondb.net/pokedex/toxel,8,https://img.pokemondb.net/artwork/large/toxel.jpg
0849,Toxtricity (Amped Form),Electric,Poison,502,75,98,70,114,70,75,https://pokemondb.net/pokedex/toxtricity,8,https://img.pokemondb.net/artwork/large/toxtricity-amped.jpg
0850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,https://pokemondb.net/pokedex/sizzlipede,8,https://img.pokemondb.net/artwork/large/sizzlipede.jpg
0851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,https://pokemondb.net/pokedex/centiskorch,8,https://img.pokemondb.net/artwork/large/centiskorch.jpg
0852,Clobbopus,Fighting,None,310,50,68,60,50,50,32,https://pokemondb.net/pokedex/clobbopus,8,https://img.pokemondb.net/artwork/large/clobbopus.jpg
0853,Grapploct,Fighting,None,480,80,118,90,70,80,42,https://pokemondb.net/pokedex/grapploct,8,https://img.pokemondb.net/artwork/large/grapploct.jpg
0854,Sinistea,Ghost,None,308,40,45,45,74,54,50,https://pokemondb.net/pokedex/sinistea,8,https://img.pokemondb.net/artwork/large/sinistea.jpg
0855,Polteageist,Ghost,None,508,60,65,65,134,114,70,https://pokemondb.net/pokedex/polteageist,8,https://img.pokemondb.net/artwork/large/polteageist.jpg
0856,Hatenna,Psychic,None,265,42,30,45,56,53,39,https://pokemondb.net/pokedex/hatenna,8,https://img.pokemondb.net/artwork/large/hatenna.jpg
0857,Hattrem,Psychic,None,370,57,40,65,86,73,49,https://pokemondb.net/pokedex/hattrem,8,https://img.pokemondb.net/artwork/large/hattrem.jpg
0858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,https://pokemondb.net/pokedex/hatterene,8,https://img.pokemondb.net/artwork/large/hatterene.jpg
0859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,https://pokemondb.net/pokedex/impidimp,8,https://img.pokemondb.net/artwork/large/impidimp.jpg
0860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,https://pokemondb.net/pokedex/morgrem,8,https://img.pokemondb.net/artwork/large/morgrem.jpg
0861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,https://pokemondb.net/pokedex/grimmsnarl,8,https://img.pokemondb.net/artwork/large/grimmsnarl.jpg
0862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,https://pokemondb.net/pokedex/obstagoon,8,https://img.pokemondb.net/artwork/large/obstagoon.jpg
0863,Perrserker,Steel,None,440,70,110,100,50,60,50,https://pokemondb.net/pokedex/perrserker,8,https://img.pokemondb.net/artwork/large/perrserker.jpg
0864,Cursola,Ghost,None,510,60,95,50,145,130,30,https://pokemondb.net/pokedex/cursola,8,https://img.pokemondb.net/artwork/large/cursola.jpg
0865,Sirfetch'd,Fighting,None,507,62,135,95,68,82,65,https://pokemondb.net/pokedex/sirfetchd,8,https://img.pokemondb.net/artwork/large/sirfetchd.jpg
0866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,https://pokemondb.net/pokedex/mr-rime,8,https://img.pokemondb.net/artwork/large/mr-rime.jpg
0867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,https://pokemondb.net/pokedex/runerigus,8,https://img.pokemondb.net/artwork/large/runerigus.jpg
0868,Milcery,Fairy,None,270,45,40,40,50,61,34,https://pokemondb.net/pokedex/milcery,8,https://img.pokemondb.net/artwork/large/milcery.jpg
0869,Alcremie,Fairy,None,495,65,60,75,110,121,64,https://pokemondb.net/pokedex/alcremie,8,https://img.pokemondb.net/artwork/large/alcremie.jpg
0870,Falinks,Fighting,None,470,65,100,100,70,60,75,https://pokemondb.net/pokedex/falinks,8,https://img.pokemondb.net/artwork/large/falinks.jpg
0871,Pincurchin,Electric,None,435,48,101,95,91,85,15,https://pokemondb.net/pokedex/pincurchin,8,https://img.pokemondb.net/artwork/large/pincurchin.jpg
0872,Snom,Ice,Bug,185,30,25,35,45,30,20,https://pokemondb.net/pokedex/snom,8,https://img.pokemondb.net/artwork/large/snom.jpg
0873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,https://pokemondb.net/pokedex/frosmoth,8,https://img.pokemondb.net/artwork/large/frosmoth.jpg
0874,Stonjourner,Rock,None,470,100,125,135,20,20,70,https://pokemondb.net/pokedex/stonjourner,8,https://img.pokemondb.net/artwork/large/stonjourner.jpg
0875,Eiscue (Ice Face),Ice,None,470,75,80,110,65,90,50,https://pokemondb.net/pokedex/eiscue,8,https://img.pokemondb.net/artwork/large/eiscue-ice.jpg
0876,Indeedee (Male),Psychic,Normal,475,60,65,55,105,95,95,https://pokemondb.net/pokedex/indeedee,8,https://img.pokemondb.net/artwork/large/indeedee-male.jpg
0877,Morpeko (Full Belly Mode),Electric,Dark,436,58,95,58,70,58,97,https://pokemondb.net/pokedex/morpeko,8,https://img.pokemondb.net/artwork/large/morpeko-full-belly.jpg
0878,Cufant,Steel,None,330,72,80,49,40,49,40,https://pokemondb.net/pokedex/cufant,8,https://img.pokemondb.net/artwork/large/cufant.jpg
0879,Copperajah,Steel,None,500,122,130,69,80,69,30,https://pokemondb.net/pokedex/copperajah,8,https://img.pokemondb.net/artwork/large/copperajah.jpg
0880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,https://pokemondb.net/pokedex/dracozolt,8,https://img.pokemondb.net/artwork/large/dracozolt.jpg
0881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,https://pokemondb.net/pokedex/arctozolt,8,https://img.pokemondb.net/artwork/large/arctozolt.jpg
0882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,https://pokemondb.net/pokedex/dracovish,8,https://img.pokemondb.net/artwork/large/dracovish.jpg
